1:1	ቃለ፡ በረከት፡ ዘሄኖክ፡ በከመ፡ ባረከ፡ ኅሩያነ፡ ወጻድቃነ፡ እለ፡ ሀለዉ፡ ይኩኑ፡ በዕለተ፡ ምንዳቤ፡ ለአሰስሎ፡ ኵሉ፡ እኩያን፡ ወረሲዓን።
13:5	እስመ፡ እሙንቱ፡ ኢይክሉ፡ እምይእዜ፡ ተናግሮ፡ ወኢያነሥኡ፡ አዕይንቲሆሙ፡ ውስተ፡ ሰማይ፡ እምኀፍረተ፡ አበሳሆሙ፡ ዘተኰነኑ።
13:6	ወአሜሃ፡ ጸሐፍኩ፡ ተዝካረ፡ ስእለቶሙ፡ ወአስተብቍዖቶሙ፡ በእንተ፡ መንፈሶሙ፡ ወለለ፡ አሐዱ፡ አሐዱ፡ ምግባሮሙ፡ ወበእንተ፡ ዘይስእሉ፡ ከመ፡ ይኩኖሙ፡ ስርየተ፡ ወኑኀተ።
13:7	ወሐዊርየ፡ ነበርኩ፡ ዲበ፡ ማያተ፡ ዳን፡ በዳን፡ እንተ፡ ይእቲ፡ እምየማነ፡ ዐረበ፡ አርሞን፡ ወእንብብ፡ ተዝካረ፡ ስእለቶሙ፡ እስከ፡ ደቀስኩ።
13:8	ወናሁ፡ ሕልም፡ መጽአኒ፡ ወራእያት፡ ዲቤየ፡ ወድቁ፡ ወርኢኩ፡ ራእየ፡ መቅሠፍት፡ እንግር፡ ለውሉደ፡ ሰማይ፡ ወእዝልፎሙ።
13:9	ወነቂህየ፡ መጻእኩ፡ ኀቤሆሙ፡ ወኵሎሙ፡ ግቡኣን፡ ይነብሩ፡ እንዘ፡ ይላሕዉ፡ ብኡብልስያኤል፡ ዘሀለወት፡ በማእከለ፡ ሊባኖስ፡ ወሴኔሴር፡ እንዘ፡ ግልቡባን፡ ገጾሙ።
13:10	ወተናገርኩ፡ በቅድሜሆሙ፡ ኵሎ፡ ራእያተ፡ ዘርኢኩ፡ በንዋምየ፡ ወወጠንኩ፡ እትናገር፡ ውእተ፡ ቃላተ፡ ጽድቅ፡ ወእዝልፍ፡ ለትጉሃነ፡ ሰማይ።
14:1	ዝ፡ መጽሐፍ፡ ቃለ፡ ጽድቅ፡ ወዘለፋ፡ ትጉሃን፡ እለ፡ እምዓለም፡ በከመ፡ አዘዘ፡ ቅዱስ፡ ወዐቢይ፡ በይእቲ፡ ራእይ።
14:2	አነ፡ ርኢኩ፡ በንዋምየ፡ ዘአነ፡ ይእዜ፡ እነግር፡ በልሳን፡ ዘሥጋ፡ ወበመንፈስየ፡ ዘወሀበ፡ ዐቢይ፡ አፈ፡ ለሰብእ፡ ይትናገሩ፡ ቦቱ፡ ወይለብዉ፡ በልብ።
14:3	ከመ፡ ፈጠረ፡ ወወሀበ፡ ለሰብእ፡ ይለብዉ፡ ቃለ፡ አእምሮ፡ ወሊተኒ፡ ፈጠረ፡ ወወሀበኒ፡ እዛለፎሙ፡ ለትጉሃን፡ ውሉደ፡ ሰማይ።
14:4	አነ፡ ስእለተክሙ፡ ጸሐፍኩ፡ ወበራእይየ፡ ከመ፡ ዝ፡ አስተርአየኒ፡ እስመ፡ ስእለትክሙ፡ ኢትከውነክሙ፡ ውስተ፡ ኵሉ፡ መዋዕለ፡ ዓለም፡ ወኵነኔ፡ ፍጽምት፡ ወፅአት፡ ላዕሌክሙ፡ ወኢይከውነክሙ።
14:5	ወእምይእዜ፡ ኢተዐርጉ፡ ውስተ፡ ሰማይ፡ እስከ፡ ኵሉ፡ ዓለም፡ ወውስተ፡ ምድር፡ ተነግረ፡ ይእስርክሙ፡ ውስተ፡ ኵሉ፡ መዋዕለ፡ ዓለም።
14:6	ወእምቅድመ፡ ዝንቱ፡ ርኢክሙ፡ ሀጕለ፡ ውሉድክሙ፡ ፍቁራን፡ ወአልብክሙ፡ ጥራያኒሆሙ፡ አላ፡ ይወድቁ፡ ቅድሜክሙ፡ በሰይፍ።
14:7	ወስእለትክሙ፡ በእንቲኣክሙ፡ ኢይከውን፡ ወበእንቲኣሆሙኒ፡ ወአንትሙሂ፡ እንዘ፡ ትበክዩ፡ ወታስቆቅዉ፡ ወኢትትናገሩ፡ ወኢምንትኒ፡ ቃለ፡ እምውስተ፡ መጽሐፍ፡ ዘጸሐፍኩ፡ ለክሙ።
14:8	ወሊተ፡ ከመ፡ ዝ፡ ራእይ፡ አስተርአየኒ፡ ናሁ፡ ደመናት፡ በራእይ፡ ይጼውዑኒ፡ ወጊሜ፡ ይጸውዐኒ፡ ወሩጸተ፡ ከዋክብት፡ ወመባርቅት፡ ያጔጕኡኒ፡ ወያጽዕቁኒ፡ ወነፋሳት፡ በራእይ፡ ያሰርሩኒ፡ ወያጔጕኡኒ፡ ወነሥኡኒ፡ ላዕለ፡ እስከ፡ ሰማይ።
14:9	ወቦእኩ፡ እስከ፡ እቀርብ፡ ኀበ፡ ጥቅም፡ ዘሕንጽት፡ በእብነ፡ በረድ፡ ወልሳነ፡ እሳት፡ የዐውዳ፡ ወወጠነ፡ ያፍርሀኒ።
14:10	ወቦእኩ፡ ውስተ፡ ልሳነ፡ እሳት፡ ወቀረብኩ፡ ኀበ፡ ቤት፡ ዐቢይ፡ ዘሕኑጽ፡ በአእባነ፡ በረድ፡ ወዐረፍተ፡ ውእቱ፡ ቤት፡ ከመ፡ ጸፍጸፈ፡ ሰሌዳ፡ በአእባን፡ ዘእምበረድ፡ ወምድሩ፡ በረድ።
14:11	ወጠፈሩ፡ ከመ፡ ሩጸተ፡ ከዋክብት፡ ወመባርቅት፡ ወማእከሎሙ፡ ኪሩቤል፡ ዘእሳት፡ ወሰማዮሙኒ፡ ማይ።
14:12	ወእሳት፡ ዘይነድድ፡ በዐውደ፡ ዐረፍቱ፡ ወኆኅቱ፡ ይውዒ፡ በእሳት።
14:13	ወቦእኩ፡ ውስተ፡ ውእቱ፡ ቤት፡ ወምዉቅ፡ ከመ፡ እሳት፡ ወቈሪር፡ ከመ፡ በረድ፡ ወኢምንትኒ፡ ፍግዐ፡ ወሕይወት፡ አልቦ፡ ውስቴቱ፡ ፍርሀት፡ ከደነኒ፡ ወረዓድ፡ አኀዘኒ።
14:14	ወእንዘ፡ እትሀወክ፡ ወእርዕድ፡ ወደቁ፡ በገጽየ፡ ወእሬኢ፡ በራእይ።
14:15	ወናሁ፡ ካልእ፡ ቤት፡ ዘየዐቢ፡ እምዝንቱ፡ ቤት፡ ወኵሉ፡ ኆኅቱ፡ ርኅው፡ በቅድሜየ፡ ወሕኑጽ፡ በልሳነ፡ እሳት።
14:16	ወበኵሉ፡ ይፈደፍድ፡ በስብሐት፡ ወበክብር፡ ወበዕበይ፡ እስከ፡ ኢይክል፡ ዜንዎተክሙ፡ በእንተ፡ ስብሐቲሁ፡ ወበእንተ፡ ዕበዩ።
14:17	ወምድሩሰ፡ እሳት፡ ወመልዕልቴሁ፡ መብረቅ፡ ወምርዋጸ፡ ከዋክብት፡ ወጠፈሩኒ፡ እሳት፡ ዘይነድድ።
14:18	ወነጸርኩ፡ ወርኢኩ፡ ውስቴቱ፡ መንበረ፡ ልዑለ፡ ወራእዩ፡ ከመ፡ አስሐትያ፡ ወክበቡ፡ ከመ፡ ፀሓይ፡ ዘያበርህ፡ ወቃለ፡ ኪሩቤል።
14:19	ወእመትሕተ፡ መንበሩ፡ ዐቢይ፡ ይወፅኡ፡ አፍላገ፡ እሳት፡ ዘይነድድ፡ ወኢይክሉ፡ ርእዮቶ።
14:20	ወዐቢይ፡ ስብሐት፡ ይነብር፡ ላዕሌሁ፡ ወዐጽፉሰ፡ ዘይበርህ፡ እምፀሓይ፡ ወይጸዐዱ፡ እምኵሉ፡ በረድ።
14:21	ወኢይክል፡ መኑሂ፡ እመላእክት፡ በዊአ፡ ወራእየ፡ ገጹ፡ ለክቡር፡ ወስቡሕ፡ ወኢይክል፡ መኑሂ፡ ዘሥጋ፡ ይርአይ፡ ኪያሁ፡ እሳተ።
14:22	እሳት፡ ዘይነድድ፡ በዐውዱ፡ ወእሳት፡ ዐቢይ፡ ይቀውም፡ ቅድሜሁ፡ ወአልቦ፡ ዘይቀርብ፡ ኀቤሁ፡ እምእለ፡ ዐውዱ፡ ትእልፊተ፡ ትእልፊት፡ ቅድሜሁ፡ ወውእቱሰ፡ ኢይፈቅድ፡ ምክረ፡ ቅድስተ።
14:23	ወቅዱሳን፡ እለ፡ ይቀርቡ፡ ኀቤሁ፡ ኢይርሕቁ፡ መዓልተ፡ ወሌሊተ፡ ወኢይትአተቱ፡ እምኔሁ።
14:24	ወአነ፡ ሀለውኩ፡ እስከ፡ ዝንቱ፡ ዲበ፡ ገጽየ፡ ግልባቤ፡ እንዘ፡ እርዕድ፡ ወእግዚእ፡ በአፉሁ፡ ጸውዐኒ፡ ወይቤለኒ፡ ቅረብ፡ ዝየ፡ ሄኖክ፡ ወለቃልየ፡ ቅዱስ።
14:25	ወአንሥአኒ፡ ወአቅረበኒ፡ ኀበ፡ ኆኅት፡ ወአንሰ፡ ገጽየ፡ ታሕተ፡ እኔጽር።
15:1	ወአውሥአኒ፡ ወይቤለኒ፡ በቃሉ፡ ስማዕ፡ ወኢትፍራህ፡ ሄኖክ፡ ብእሲ፡ ጻድቅ፡ ወጸሓፌ፡ ጽድቅ፡ ቅረብ፡ ዝየ፡ ወስማዕ፡ ቃልየ።
15:2	ወሑር፡ በሎሙ፡ ለትጉሃነ፡ ሰማይ፡ እለ፡ ተፈኖከ፡ ትስአል፡ በእንቲኣሆሙ፡ አንትሙኒ፡ መፍትው፡ ትስአሉ፡ በእንተ፡ ሰብእ፡ ወአኮ፡ ሰብእ፡ በእንቲኣክሙ።
15:3	በእንተ፡ ምንት፡ ኀደግሙ፡ ሰማየ፡ ልዑለ፡ ወምቅዋመ፡ ቅዱሰ፡ ዘለዓለም፡ ወምስለ፡ አንስት፡ ሰከብክሙ፡ ወምስለ፡ አዋልደ፡ ሰብእ፡ ረኰስክሙ፡ ወነሣእክሙ፡ ለክሙ፡ አንስተ፡ ወከመ፡ ውሉደ፡ ምድር፡ ገበርክሙ፡ ወወለድክሙ፡ ውሉደ፡ ረዓይተ።
15:4	ወአንትሙሰ፡ መንፈሳውያን፡ ቅዱሳን፡ ሕያዋነ፡ ሕይወት፡ ዘለዓለም፡ በዲበ፡ አንስት፡ ረኰስክሙ፡ ወበደመ፡ ሥጋ፡ አውለድክሙ፡ ወበደመ፡ ሰብእ፡ ፈተውክሙ፡ ወገበርክሙ፡ ከመ፡ እሙንቱ፡ ይገብሩ፡ ሥጋ፡ ወደመ፡ እለ፡ እሙንቱ፡ ይመውቱ፡ ወይትሀጐሉ።
15:5	ወበእንተ፡ ዝ፡ ወሀብክዎሙ፡ አንስትያ፡ ከመ፡ ይዝርዑ፡ ላዕሌሆን፡ ወይትወለዱ፡ ውሉደ፡ በላዕሌሆን፡ ከመ፡ ይትገበር፡ ግብር፡ በዲበ፡ ምድር።
15:6	ወአንትሙሰ፡ ቀዳሚ፡ ኮንክሙ፡ መንፈሳውያነ፡ ሕያዋነ፡ ሕይወት፡ ዘለዓለም፡ ዘኢይመውት፡ በኵሉ፡ ትውልደ፡ ዓለም።
15:7	ወበእንተ፡ ዝ፡ ኢረሰይኩ፡ ለክሙ፡ አንስቲያ፡ እስመ፡ መንፈሳውያንሰ፡ ውስተ፡ ሰማይ፡ ማኅደሪሆሙ።
15:8	ወይእዜኒ፡ ረዓይት፡ እለ፡ ተወልዱ፡ እምነፍስት፡ ወሥጋ፡ መናፍስተ፡ እኩያነ፡ ይሰመዩ፡ በዲበ፡ ምድር፡ ወውስተ፡ ምድር፡ ይከውን፡ ማኅደሪሆሙ።
15:9	ወነፍሳት፡ እኩያን፡ ወፅኡ፡ እምሥጋሆሙ፡ እስመ፡ እመልዕልት፡ ተፈጥሩ፡ እምቅዱሳን፡ ትጉሃን፡ ኮኑ፡ ቀዳሚቶሙ፡ ወቀዳሚ፡ መሠረት፡ መንፈሰ፡ እኩየ፡ ይከውኑ፡ በዲበ፡ ምድር፡ ወመንፈሰ፡ እኩያን፡ ይሰመዩ።
15:10	ወመናፍስተ፡ ሰማይ፡ ውስተ፡ ሰማይ፡ ይከውን፡ ማኅደሪሆሙ፡ ወመናፍስተ፡ ምድር፡ እለ፡ ተወልዱ፡ በዲበ፡ ምድር፡ ውስተ፡ ምድር፡ ማኅደሪሆሙ።
15:11	ወመንፈሰ፡ ረዓይትኒ፡ ደመናተ፡ እለ፡ ይገፍዑ፡ ይማስኑ፡ ወይወድቁ፡ ወይትበአሱ፡ ወያደቅቁ፡ በዲበ፡ ምድር፡ ወሐዘነ፡ ይገብሩ፡ ወኢምንተኒ፡ ኢይረክቡ፡ ዘይበልዑ፡ እክለ፡ ወኢይጸምኡ፡ ወኢይትዐወቁ።
15:12	ወኢይትነሥኡ፡ እሎንቱ፡ ነፍሳት፡ ዲበ፡ ውሉደ፡ ሰብእ፡ ወዲበ፡ አንስት፡ እስመ፡ ወፅኡ።
16:1	አመ፡ መዋዕለ፡ ቀትል፡ ወሙስና፡ ወሞተ፡ ረዓይትኒ፡ እንተ፡ ኀበ፡ ወፅኡ፡ መናፍስት፡ እምነፍስተ፡ ሥጋሆሙ፡ ለይኩን፡ ዘይማስን፡ ወዘእንበለ፡ ይኩን፡ ኵነኔ፡ ከማሁ፡ ይማስኑ፡ እስከ፡ ዕለተ፡ ኵነኔ፡ ዐባይ፡ እምዓለም፡ ይትፌጸም፡ እምትጉሃን፡ ወረሲዓን።
16:2	ወይእዜኒ፡ ለትጉሃን፡ እለ፡ ፈነውከ፡ ትስአል፡ በእንቲኣሆሙ፡ እለ፡ ቀዲሙ፡ በሰማይ፡ ሀለዉ።
16:3	ወይእዜኒ፡ አንትሙ፡ በሰማይ፡ ሀለውክሙ፡ ወኅቡኣት፡ ዓዲ፡ ኢተከሥቱ፡ ለክሙ፡ ወምኑነ፡ ምሥጢረ፡ አእመርክሙ፡ ወዘንተ፡ ዜነውክሙ፡ ለአንስት፡ በጽንዐ፡ ልብክሙ፡ ወበዝንቱ፡ ምሥጢር፡ ያበዝኃ፡ አንስት፡ ወሰብእ፡ እኪተ፡ ዲበ፡ ምድር።
16:4	በሎሙ፡ እንከሰ፡ አልብክሙ፡ ሰላም።
17:1	ወነሥኡኒ፡ ውስተ፡ አሐዱ፡ መካን፡ ኅበ፡ ሀለዉ፡ ህየ፡ ከመ፡ እሳት፡ ዘይነድድ፡ ወሶበ፡ ይፈቅዱ፡ ያስተርእዩ፡ ከመ፡ ሰብእ።
17:2	ወወሰዱኒ፡ ውስተ፡ መካን፡ ዘዐውሎ፡ ወውስተ፡ ደብር፡ ዘከተማ፡ ርእሱ፡ ይበጽሕ፡ ውስተ፡ ሰማይ።
17:3	ወርኢኩ፡ አርባዕተ፡ መካናተ፡ ብሩሃተ፡ ወነጐድጓድ፡ ውስተ፡ አጽናፍ፡ ወኀበ፡ ዕመቁ፡ ቀስተ፡ እሳት፡ ወሐጽ፡ ወምጕንጳቲሆሙ፡ ወሰይፈ፡ እሳት፡ ወመባርቅት፡ ኵሉ።
17:4	ወነሥኡኒ፡ እስከ፡ ማየ፡ ሕይወት፡ ዘይትናገር፡ ወእስከ፡ እሳተ፡ ዐረብ፡ ዘውእቱ፡ ይእኅዝ፡ ኵሎ፡ ዕርበተ፡ ፀሓይ።
17:5	ወመጻእኩ፡ እስከ፡ ፈለገ፡ እሳት፡ ዘይውኅዝ፡ እሳቱ፡ ከመ፡ ማይ፡ ወይትከዐው፡ ውስተ፡ ባሕር፡ ዐቢይ፡ ዘመንገለ፡ ዐረብ።
17:6	ወርኢኩ፡ ኵሎ፡ ዐበይተ፡ አፍላገ፡ ወእስከ፡ ዐቢይ፡ ጽልመት፡ በጻሕኩ፡ ወሖርኩ፡ ኀበ፡ ኵሉ፡ ዘሥጋ፡ ያንሶሱ።
17:7	ወርኢኩ፡ አድባረ፡ ቆራባት፡ እለ፡ ክረምት፡ ወምክዓወ፡ ማይ፡ ዘኵሉ፡ ቀላይ።
17:8	ወርኢኩ፡ አፉሆሙ፡ ለኵሎሙ፡ አፍላገ፡ ምድር፡ ወአፉሃ፡ ለቀላይ።
18:1	ወርኢኩ፡ መዛግብተ፡ ኵሉ፡ ነፋሳት፡ ወርኢኩ፡ ከመ፡ ቦሙ፡ አሰርገወ፡ ኵሎ፡ ፍጥረተ፡ ወመሠረታቲሃ፡ ለምድር።
18:2	ወርኢኩ፡ እብነ፡ ማእዘንተ፡ ምድር፡ ወርኢኩ፡ አርባዕተ፡ ነፋሳተ፡ እለ፡ ይጸውርዋ፡ ለምድር፡ ወለጽንዐ፡ ሰማይ።
18:3	ወርኢኩ፡ ከመ፡ ነፋሳት፡ ይረብብዋ፡ ለልዕልና፡ ሰማይ፡ ወእሙንቱ፡ ይቀውሙ፡ ማእከለ፡ ሰማይ፡ ወምድር፡ ወእሙንቱ፡ ውእቶሙ፡ አዕማደ፡ ሰማይ።
18:4	ወርኢኩ፡ ነፋሳተ፡ እለ፡ ይመይጥዋ፡ ለሰማይ፡ እለ፡ ያዐርቡ፡ ክበበ፡ ፀሓይ፡ ወኵሎ፡ ከዋክብተ።
18:5	ወርኢኩ፡ ዘዲበ፡ ምድር፡ ነፋሳተ፡ ዘይጸውሩ፡ ደመናተ፡ ወርኢኩ፡ ፍናወ፡ መላእክት፡ ወርኢኩ፡ ውስተ፡ ጽንፈ፡ ምድር፡ ጽንዐ፡ ዘሰማይ፡ መልዕልተ።
18:6	ወኀለፍኩ፡ መንገለ፡ አዜብ፡ ወይነድድ፡ መዓልተ፡ ወሌሊተ፡ ኀበ፡ ሰብዐቱ፡ አድባር፡ ዘእምእብን፡ ክቡር፡ ሠለስቱ፡ ዘመንገለ፡ ጽባሕ፡ ወሠለስቱ፡ ዘመንገለ፡ አዜብ።
18:7	ወዘመንገለ፡ ጽባሕሰ፡ ዘእምእብነ፡ ኅብር፡ ወአሐዱ፡ ዘእምእብን፡ ባሕር፡ ወአሐዱኒ፡ ዘእምእብነ፡ ፈውስ፡ ወዘመንገለ፡ አዜብ፡ እምእብን፡ ቀይሕ።
18:8	ወማእከላይሰ፡ ይጐድእ፡ እስከ፡ ሰማይ፡ ከመ፡ መንበሩ፡ ለእግዚአብሔር፡ ዘእምእብነ፡ ፔካ፡ ወድማኁ፡ ለመንበሩ፡ እምእብነ፡ ሰንፔር።
18:9	ወእሳተ፡ ዘይነድድ፡ ርኢኩ፡ ወዘሀሎ፡ ውስተ፡ ኵሉ፡ አድባር።
18:10	ወርኢኩ፡ ህየ፡ መካን፡ ማዕዶቱ፡ ለዐቢይ፡ ምድር፡ ህየ፡ ይትጋብኡ፡ ማያት።
18:11	ወርኢኩ፡ ንቅዐተ፡ ምድር፡ ዕሙቀ፡ በአዕማዲሁ፡ ለእሳተ፡ ሰማይ፡ ወርኢኩ፡ በውስቴቶሙ፡ አዕማደ፡ ሰማይ፡ ዘእሳት፡ ዘይወርዱ፡ ወአልቦሙ፡ ኍልቊ፡ ኢ፡ መንገለ፡ መልዕልት፡ ወኢ፡ መንገለ፡ ዕመቅ።
18:12	ወዲበ፡ ውእቱ፡ ንቅዐት፡ ርኢኩ፡ መካነ፡ ወኢ፡ ጽንዐ፡ ሰማይ፡ ላዕሌሁ፡ ወኢ፡ መሠረተ፡ ምድር፡ በታሕቴሁ፡ ወኢ፡ ማይ፡ አልቦ፡ ላዕሌሁ፡ ወኢ፡ አዕዋፈ፡ አላ፡ መካነ፡ በድው፡ ውእቱ።
18:13	ወግሩመ፡ ርኢኩ፡ በህየ፡ ሰብዐተ፡ ከዋክብተ፡ ከመ፡ ዐበይት፡ አድባር፡ ዘይነድዱ፡ ወከመ፡ መንፈስ፡ ዘይሴአለኒ።
18:14	ይቤ፡ መልአክ፡ ዝ፡ ውእቱ፡ መካነ፡ ተፍጻሜቱ፡ ለሰማይ፡ ወለምድር፡ ቤተ፡ ሞቅሕ፡ ኮኖሙ፡ ዝንቱ፡ ለከዋክብተ፡ ሰማይ፡ ወለኀይለ፡ ሰማይ።
18:15	ወከዋክብት፡ እለ፡ ያንኰረኵሩ፡ ዲበ፡ እሳት፡ ወእሉ፡ እሙንቱ፡ እለ፡ ኀለፉ፡ ትእዛዘ፡ እግዚአብሔር፡ እምቅድመ፡ ጽባሖሙ፡ እስመ፡ ኢመጽኡ፡ በጊዜሆሙ።
18:16	ወተምዕዖሙ፡ ወአሰሮሙ፡ እስከ፡ ጊዜ፡ ተፍጻሜተ፡ ኀጢአቶሙ፡ በዓመተ፡ ምሥጢር።
19:1	ወይቤለኒ፡ ኡርኤል፡ በዝየ፡ ተደሚሮሙ፡ መላእክት፡ ምስለ፡ አንስት፡ ይቀውሙ፡ መናፍስቲሆሙ፡ ወብዙኀ፡ ራእየ፡ ከዊኖሙ፡ አርኰስዎሙ፡ ለሰብእ፡ ወያስሕትዎሙ፡ ለሰብእ፡ ከመ፡ ይሡዑ፡ ለአጋንንት፡ ከመ፡ አማልክት፡ እስመ፡ በዕለት፡ ዐባይ፡ ኵነኔ፡ በዘይትኴነኑ፡ እስከ፡ ይትፌጸሙ።
19:2	ወአንስቲያሆሙኒ፡ አስሒቶን፡ መላእክተ፡ ከመ፡ ሰላማውያት፡ ይከውና።
19:3	ወአነ፡ ሄኖክ፡ ርኢኩ፡ አርአያ፡ ባሕቲትየ፡ አጽናፈ፡ ኵሎ፡ ወአልቦ፡ ዘርእየ፡ እምሰብእ፡ ከመ፡ አነ፡ ርኢኩ።
20:1	ወዝንቱ፡ ውእቱ፡ አስማቲሆሙ፡ ለእለ፡ ይተግሁ፡ ቅዱሳን፡ መላእክት።
20:2	ኡርኤል፡ አሐዱ፡ እመላእክት፡ ቅዱሳን፡ እስመ፡ ዘረዓም፡ ወዘረዓድ።
20:3	ሩፋኤል፡ አሐዱ፡ እመላእክት፡ ቅዱሳን፡ ዘመናፍስተ፡ ሰብእ።
20:4	ራጉኤል፡ አሐዱ፡ እመላእክት፡ ቅዱሳን፡ ዘይትቤቀሎ፡ ለዓለም፡ ወለብርሃናት።
20:5	ሚካኤል፡ አሐዱ፡ እመላእክት፡ ቅዱሳን፡ እስመ፡ በዲበ፡ ሠናይቱ፡ ለሰብእ፡ ተአዛዚ፡ ዲበ፡ ሕዝብ።
20:6	ሠረቃኤል፡ አሐዱ፡ እመላእክት፡ ቅዱሳን፡ ዘዲበ፡ መናፍስተ፡ ዕጓለ፡ እመሕያው፡ ዘመናፍስተ፡ የኀጥኡ።
20:7	ገብርኤል፡ አሐዱ፡ እመላእክት፡ ቅዱሳን፡ ዘዲበ፡ አኪስት፡ ወዘዲበ፡ ገነት፡ ወዘኪሩቤል።
21:2	ወርኢኩ፡ በህየ፡ ግብረ፡ ግሩመ፡ ኢ፡ ሰማየ፡ ልዑለ፡ ወኢ፡ ምድረ፡ ሱርርተ፡ አላ፡ መካነ፡ በድው፡ ዘድልው፡ ወግሩም።
21:3	ወህየ፡ ርኢኩ፡ ሰብዓተ፡ ከዋክብተ፡ ሰማይ፡ እሱራን፡ በላዕሌሁ፡ ኅቡረ፡ ከመ፡ አድባር፡ ዐበይት፡ ወከመ፡ እሳት፡ እንዘ፡ ይነድዱ።
21:4	ይእተ፡ ጊዜ፡ እቤ፡ በእንተ፡ አይ፡ ኀጢአት፡ ተአስሩ፡ ወበእንተ፡ ምንት፡ ዝየ፡ ተገድፉ።
21:5	ወይቤለኒ፡ ኡርኤል፡ አሐዱ፡ እመላእክት፡ ቅዱሳን፡ ዘምስሌየ፡ ውእቱ፡ ወይመርሐኒ፡ ወይቤ፡ ሄኖክ፡ በእንተ፡ ምንት፡ ትሴአል፡ ወበእንተ፡ መኑ፡ ትጤይቅ፡ ወትጽሕቅ።
21:6	እሉ፡ እሙንቱ፡ መላእክት፡ እለ፡ ኀለፉ፡ ትእዛዘ፡ እግዚአብሔር፡ ልዑል፡ ወተአስሩ፡ በዝየ፡ እስከ፡ ይትፌጸም፡ ትእልፊተ፡ ዓለም፡ ኍልቈ፡ መዋዕለ፡ ኀጢአቶሙ።
21:7	ወእምህየ፡ ሖርኩ፡ ካልአ፡ መካነ፡ እም፡ ዝ፡ ዘይጌርም፡ ወርኢኩ፡ ግብረ፡ ግሩመ፡ እሳት፡ ዐቢይ፡ በህየ፡ ዘይነድድ፡ ወያንበለብል፡ ወሞሠርት፡ ቦቱ፡ ወወሰኑ፡ እስከ፡ ቀላይ፡ ፍጹም፡ አዕማደ፡ እሳት፡ ዐበይት፡ ዘያወርድዎሙ፡ ወኢ፡ አምጣኖ፡ ወኢ፡ ዕበዮ፡ ኢክህልኩ፡ ነጽሮ፡ ወስእንኩ፡ ነጽሮ፡ ዐይኑ።
21:8	ውእተ፡ ጊዜ፡ እቤ፡ እፎ፡ ግሩም፡ ዝንቱ፡ መካን፡ ወሕማም፡ ለነጽሮ።
21:9	ውእተ፡ ጊዜ፡ አውሥአኒ፡ ኡርኤል፡ አሐዱ፡ እመላእክት፡ ቅዱሳን፡ ዘምስሌየ፡ ሀለወ፡ ወአውሥአኒ፡ ወይቤለኒ፡ ሄኖክ፡ ምንተ፡ ውእቱ፡ ፍርሀትከ፡ ከመ፡ ዝ፡ ወድንጋፄከ፡ በእንተ፡ ዝ፡ ግሩም፡ መካን፡ ወቅድመ፡ ገጹ፡ ለዝ፡ ሕማም።
21:10	ወይቤለኒ፡ ዝ፡ መካን፡ ቤተ፡ ሞቅሖሙ፡ ለመላእክት፡ ወበህየ፡ ይትአኀዙ፡ እስከ፡ ለዓለም።
22:1	ወእምህየ፡ ሖርኩ፡ ካልአ፡ መካነ፡ ወአርአየኒ፡ በምዕራብ፡ ደብረ፡ ዐቢየ፡ ወነዋኀ፡ ወኰኵሐ፡ ጽኑዐ።
22:2	ወአርባዕቱ፡ መካናት፡ ሠናያት፡ ወበውስቴቱ፡ ዕሙቅ፡ ወርሒብ፡ ወልሙጽ፡ ጥቀ፡ ከመ፡ ልሙጽ፡ ዘያንኰረኵር፡ ወዕሙቅ፡ ወጽልመት፡ ለነጽሮ።
22:3	ውእተ፡ ጊዜ፡ አውሥአኒ፡ ሩፋኤል፡ አሐዱ፡ እመላእክት፡ ቅዱሳን፡ ዘሀለወ፡ ምስሌየ፡ ወይቤለኒ፡ እላ፡ መካናት፡ ሠናያት፡ ከመ፡ ይትጋብኡ፡ ዲቤሆን፡ መናፍስቲሆሙ፡ ለምዉታን፡ ሎሙ፡ እሎንቱ፡ ተፈጥሩ፡ ወዝየ፡ ያስተጋብኡ፡ ነፍሳተ፡ ውሉደ፡ ሰብእ።
22:4	ወእላንቱ፡ መካናት፡ ኀበ፡ ያነብርዎሙ፡ ገብሩ፡ እስከ፡ ዕለተ፡ ኵነኔሆሙ፡ ወእስከ፡ አመ፡ ዕድሜሆሙ፡ ወዕድሜ፡ ዐቢይ፡ ውእቱ፡ እስከ፡ አመ፡ ኵነኔ፡ ዐቢይ፡ በላዕሌሆሙ።
22:5	ወርኢኩ፡ መናፍስተ፡ ውሉደ፡ ሰብእ፡ እንዘ፡ ምዉታን፡ ውእቶሙ፡ ወቃሎሙ፡ ይበጽሕ፡ እስከ፡ ሰማይ፡ ወይሰኪ።
22:6	ውእተ፡ ጊዜ፡ ተስእልክዎ፡ ለሩፋኤል፡ መልአክ፡ ዘሀሎ፡ ምስሌየ፡ ወእቤሎ፡ ዝ፡ መንፈስ፡ ዘመኑ፡ ውእቱ፡ ዘከመ፡ ዝ፡ ቃሉ፡ ይበጽሕ፡ እስከ፡ ሰማይ፡ ወይሰኪ።
